Make,Colour,Odometer (KM),Doors,Price
Toyota,White,144414,3,"$6,200.26"
Ford,Black,96327,5,"$10,027.89"
Toyota,Green,162790,4,"$6,004.14"
Toyota,CanyonRidge,58958,3,"$4,683.58"
Toyota,Green,20379,5,"$6,230.55"
Ford,Red,73204,5,"$16,930.50"
Toyota,Green,61867,3,"$4,422.70"
Nissan,Black,236276,5,"$4,789.57"
Nissan,Green,170954,5,"$6,527.19"
Honda,Green,235550,4,"$6,918.76"
Toyota,White,177682,5,"$7,003.83"
Ford,CanyonRidge,129093,5,"$17,100.87"
Ford,Red,219039,4,"$9,937.42"
Honda,Blue,231761,4,"$7,294.89"
Toyota,White,152113,4,"$7,884.13"
Ford,White,245676,4,"$21,288.58"
Honda,Black,200684,5,"$5,135.32"
Nissan,Black,163619,5,"$8,483.73"
BMW,Blue,175406,5,"$29,588.08"
BMW,Red,50926,4,"$15,359.10"
Ford,White,57800,3,"$12,209.42"
BMW,Red,228302,5,"$19,460.02"
Nissan,Green,98187,5,"$3,823.38"
Nissan,White,187342,5,"$6,331.13"
Ford,White,158844,5,"$20,215.89"
Nissan,Blue,196485,3,"$7,104.56"
Nissan,Red,228323,4,"$9,529.64"
BMW,Black,54152,3,"$29,703.65"
BMW,Red,139741,3,"$26,040.30"
Ford,White,11932,5,"$12,416.48"
Toyota,Green,131625,4,"$4,794.40"
Ford,Red,113692,3,"$12,404.51"
Ford,Black,27685,4,"$22,122.87"
Honda,White,159680,5,"$6,647.85"
Ford,Red,235269,4,"$9,454.46"
Ford,CanyonRidge,200988,3,"$16,906.82"
Nissan,Red,72616,4,"$6,531.86"
Nissan,White,212015,3,"$5,922.04"
Ford,CanyonRidge,91979,5,"$17,218.24"
Honda,White,95822,4,"$7,476.01"
Honda,Green,179279,3,"$8,170.06"
Toyota,CanyonRidge,156059,3,"$4,291.32"
Toyota,White,68237,4,"$4,142.01"
Honda,Black,25422,4,"$5,821.04"
BMW,White,185896,3,"$26,534.68"
Honda,Blue,106812,5,"$7,600.72"
BMW,White,75814,3,"$19,058.93"
Honda,Black,33581,5,"$6,242.52"
Toyota,Blue,167697,3,"$4,192.91"
Honda,Red,166333,4,"$8,965.06"
Ford,Green,29306,5,"$9,239.90"
Ford,CanyonRidge,233300,3,"$24,798.01"
BMW,Blue,245518,3,"$18,337.83"
Honda,Green,152831,3,"$5,648.01"
Honda,Blue,140538,4,"$6,251.96"
Ford,Red,26750,4,"$11,646.32"
Ford,Blue,163112,3,"$20,627.01"
Ford,Red,170558,5,"$23,704.62"
Ford,CanyonRidge,45865,4,"$22,880.46"
Honda,Blue,211033,3,"$7,805.35"
Nissan,White,222186,4,"$6,059.24"
Toyota,Green,59774,5,"$7,582.78"
Honda,Green,222663,4,"$8,487.68"
Toyota,White,221654,4,"$6,042.21"
BMW,Red,102736,3,"$26,442.60"
BMW,Blue,157208,4,"$17,275.61"
Ford,Black,146464,5,"$9,775.98"
BMW,Red,221985,3,"$17,047.56"
Nissan,Green,90457,3,"$3,829.33"
Nissan,White,132332,5,"$9,251.92"
Honda,Red,232680,5,"$7,957.25"
BMW,Black,90364,5,"$29,967.62"
Honda,Blue,189287,3,"$8,084.16"
Nissan,CanyonRidge,121583,3,"$9,125.11"
Nissan,Green,219694,3,"$8,498.13"
Nissan,Red,103708,4,"$3,794.96"
Ford,Blue,75381,3,"$11,107.07"
Toyota,White,170244,3,"$7,750.00"
Ford,Red,178564,3,"$12,507.68"
Honda,Green,32450,3,"$6,136.99"
Ford,CanyonRidge,84868,3,"$17,169.22"
Honda,Red,90721,4,"$8,873.22"
BMW,Black,67098,3,"$18,387.43"
Ford,White,38598,3,"$9,014.21"
Toyota,Blue,132266,4,"$5,246.11"
Nissan,Green,100025,5,"$7,752.98"
Nissan,Red,107406,4,"$8,941.88"
Ford,CanyonRidge,193370,3,"$7,250.19"
Nissan,White,179337,4,"$6,319.16"
Nissan,Blue,207664,5,"$5,421.10"
Toyota,Green,40956,5,"$4,023.95"
Nissan,Red,98461,4,"$6,202.17"
Toyota,Blue,103592,5,"$7,727.56"
Nissan,Blue,160994,4,"$4,020.48"
BMW,Blue,201157,3,"$26,004.46"
Toyota,Green,182426,5,"$6,576.74"
Ford,CanyonRidge,205893,4,"$17,841.18"
Nissan,Red,227953,5,"$4,734.03"
Toyota,CanyonRidge,214096,5,"$5,547.25"
Ford,Black,116735,4,"$13,796.39"
BMW,Black,75898,5,"$23,779.92"
Toyota,Green,241996,3,"$6,869.84"
Ford,CanyonRidge,237795,5,"$20,643.64"
Nissan,Black,145092,4,"$6,948.21"
Toyota,Black,210423,4,"$4,783.68"
Nissan,White,21968,4,"$3,720.69"
Nissan,Black,115717,4,"$8,595.09"
Ford,CanyonRidge,57697,3,"$19,126.32"
Toyota,Blue,219731,3,"$7,157.47"
BMW,Red,165742,4,"$19,151.24"
Ford,Black,191773,4,"$7,118.30"
BMW,White,26266,3,"$15,038.34"
BMW,Red,43325,3,"$21,506.13"
Toyota,Green,193286,4,"$4,443.68"
Ford,Red,217853,3,"$10,008.39"
Honda,White,182246,3,"$8,477.75"
Toyota,Blue,244021,3,"$5,104.88"
BMW,White,66188,3,"$22,255.91"
BMW,White,170269,3,"$21,274.33"
Honda,Black,249192,3,"$8,501.10"
Toyota,Green,161191,5,"$6,188.27"
Ford,Blue,209745,3,"$4,760.70"
BMW,Blue,133570,4,"$29,328.90"
Ford,Red,134992,3,"$11,776.51"
Ford,Green,24785,5,"$18,805.81"
Nissan,White,206123,3,"$5,303.14"
Nissan,Blue,193105,4,"$9,471.71"
Ford,Green,51136,3,"$18,129.37"
Honda,White,10943,4,"$8,504.65"
Toyota,Red,227258,5,"$6,130.85"
Nissan,Blue,204146,3,"$6,734.47"
Honda,Red,31900,3,"$8,677.73"
Honda,Blue,229428,5,"$7,288.25"
BMW,Black,56219,5,"$25,684.68"
BMW,Red,246361,5,"$17,306.06"
Ford,CanyonRidge,60149,5,"$13,814.80"
Nissan,CanyonRidge,61217,5,"$7,546.07"
Toyota,Red,161386,5,"$7,162.19"
BMW,Black,86804,5,"$27,824.05"
Honda,Blue,212112,5,"$8,903.48"
Nissan,White,219253,4,"$8,900.42"
Ford,Green,71352,4,"$20,032.54"
Ford,CanyonRidge,57780,4,"$8,956.59"
Toyota,Blue,220173,3,"$7,687.30"
Nissan,Green,125734,5,"$6,965.56"
BMW,Black,20945,4,"$19,134.98"
Ford,Black,172813,3,"$15,003.41"
Ford,Red,69767,4,"$8,926.51"
Honda,Red,142235,5,"$5,252.35"
Nissan,Red,220934,3,"$6,922.93"
Nissan,White,148780,4,"$6,248.03"
Ford,Green,188884,3,"$10,752.01"
BMW,CanyonRidge,126476,4,"$27,825.88"
Toyota,CanyonRidge,20538,3,"$4,654.65"
Ford,White,29012,4,"$7,044.85"
Ford,CanyonRidge,142535,4,"$14,042.18"
Toyota,Blue,111325,3,"$4,771.14"
Ford,White,172858,3,"$19,936.68"
Honda,Green,77026,4,"$6,058.89"
Toyota,Red,119645,3,"$7,255.00"
Nissan,Red,97106,4,"$3,789.53"
BMW,CanyonRidge,107981,3,"$22,338.61"
Ford,Red,217877,3,"$23,497.98"
BMW,Red,88347,3,"$20,780.67"
Toyota,Blue,136004,5,"$5,953.09"
Nissan,White,56218,5,"$9,438.42"
Ford,Blue,29554,4,"$23,236.18"
Honda,Blue,145068,5,"$7,503.98"
Ford,White,174180,4,"$20,013.43"
Nissan,Red,176240,4,"$4,339.00"
Toyota,CanyonRidge,217857,5,"$4,194.78"
BMW,Black,238307,4,"$20,893.48"
Toyota,White,99118,3,"$7,947.40"
Ford,Black,176247,3,"$21,705.25"
Toyota,CanyonRidge,57188,3,"$6,951.20"
Ford,Blue,127742,4,"$5,050.29"
Honda,Red,34580,5,"$5,075.01"
Nissan,CanyonRidge,21059,3,"$6,197.90"
Ford,Green,236463,4,"$18,303.32"
Toyota,Green,42396,5,"$5,575.26"
BMW,CanyonRidge,126916,4,"$17,852.75"
Nissan,Red,230329,5,"$5,127.23"
Toyota,Green,208677,4,"$4,962.81"
Nissan,Green,73080,4,"$4,129.10"
BMW,Blue,206530,4,"$16,684.14"
Nissan,CanyonRidge,179064,3,"$7,771.21"
Toyota,Black,112361,3,"$5,909.16"
Nissan,Red,76297,3,"$6,893.76"
Toyota,CanyonRidge,114666,4,"$7,433.50"
Honda,Black,230150,5,"$8,740.60"
Nissan,Blue,194695,4,"$6,741.47"
Toyota,Blue,94410,3,"$4,603.27"
BMW,Blue,57932,5,"$20,866.08"
BMW,Green,131478,5,"$21,604.05"
Nissan,Blue,10731,5,"$6,221.81"
BMW,Green,125749,4,"$23,369.53"
Nissan,Blue,17126,3,"$6,802.80"
Ford,Blue,57470,3,"$18,633.14"
Honda,Blue,248641,5,"$5,149.17"
Nissan,Blue,190946,5,"$7,218.60"
Nissan,Black,65488,4,"$6,799.54"
Honda,Green,76595,5,"$7,808.76"
Ford,Black,237649,3,"$4,925.44"
BMW,Black,184612,4,"$29,643.70"
Ford,White,53990,3,"$8,602.02"
Nissan,White,188016,5,"$5,712.54"
Nissan,Blue,15862,5,"$5,612.68"
Ford,Red,239063,4,"$16,015.29"
Toyota,Red,78079,3,"$4,099.46"
Nissan,Blue,134305,5,"$8,448.54"
Honda,Blue,105369,4,"$7,061.10"
BMW,Blue,86494,5,"$24,329.69"
BMW,CanyonRidge,51898,3,"$22,320.19"
Ford,Green,153951,4,"$15,121.24"
BMW,Blue,115968,5,"$22,796.39"
BMW,Green,233975,3,"$28,612.40"
Toyota,CanyonRidge,99924,5,"$5,683.57"
Nissan,CanyonRidge,208838,3,"$9,950.07"
Toyota,CanyonRidge,115066,5,"$6,658.05"
Toyota,Green,53591,4,"$4,644.37"
Honda,White,148323,5,"$5,203.85"
Nissan,CanyonRidge,23427,3,"$6,729.79"
Nissan,Red,144541,4,"$5,100.41"
Honda,Black,33593,5,"$6,259.78"
Nissan,Green,114070,4,"$3,051.32"
Honda,White,170132,3,"$7,804.49"
BMW,Green,113365,5,"$20,631.06"
Toyota,Blue,232288,4,"$7,161.29"
Toyota,Green,145180,3,"$5,450.09"
Toyota,Black,170409,3,"$4,776.50"
Ford,Blue,170594,3,"$6,554.51"
Toyota,Green,183976,5,"$6,593.65"
Toyota,CanyonRidge,154995,3,"$5,739.24"
Ford,Red,93974,4,"$14,643.86"
BMW,Blue,165442,4,"$17,005.18"
Toyota,Blue,169033,4,"$5,664.92"
Toyota,Blue,12520,3,"$6,267.07"
Toyota,Blue,12039,4,"$7,842.47"
Nissan,Blue,231434,5,"$3,503.96"
Honda,Green,145547,4,"$8,458.71"
Ford,Black,71894,5,"$22,497.87"
Nissan,White,178336,3,"$9,617.25"
Ford,Green,171420,3,"$15,061.47"
BMW,Red,148831,3,"$20,526.07"
Ford,Black,217840,3,"$16,820.55"
Honda,Red,22326,3,"$7,972.66"
Toyota,White,135503,3,"$7,087.95"
Honda,Black,213829,5,"$5,814.35"
Ford,Green,75768,4,"$15,209.18"
BMW,Green,221286,4,"$23,515.84"
Toyota,CanyonRidge,86597,4,"$6,311.54"
Nissan,Blue,12861,4,"$3,500.34"
Toyota,Black,74565,4,"$7,340.33"
Ford,Red,81972,5,"$23,477.70"
BMW,Green,56549,5,"$28,215.60"
Toyota,White,83412,3,"$6,570.72"
Honda,Blue,69107,4,"$6,465.01"
Honda,White,75135,5,"$5,105.32"
Ford,White,173762,5,"$19,841.49"
BMW,Green,166578,3,"$26,492.72"
Honda,Red,57377,3,"$6,444.11"
Honda,Red,174490,5,"$6,240.60"
Toyota,CanyonRidge,34851,5,"$6,322.74"
Ford,Blue,102736,4,"$14,509.15"
Ford,Blue,117258,3,"$4,896.16"
Ford,Black,86170,5,"$23,054.46"
Ford,Green,115373,3,"$24,788.32"
Nissan,White,223462,5,"$7,265.08"
Nissan,Blue,159391,5,"$7,303.95"
Honda,Green,200779,3,"$7,653.62"
Toyota,White,145498,5,"$7,922.24"
Honda,CanyonRidge,109566,5,"$7,695.22"
Nissan,CanyonRidge,107672,4,"$4,320.05"
Toyota,CanyonRidge,103595,4,"$4,105.43"
Honda,White,222587,3,"$6,405.94"
BMW,White,160137,4,"$25,425.06"
BMW,White,22462,4,"$21,568.32"
BMW,Green,35107,5,"$18,353.15"
BMW,Red,213615,5,"$23,181.43"
Ford,Black,129891,5,"$19,183.70"
Nissan,Green,39526,4,"$6,722.07"
Nissan,Red,37639,3,"$4,720.19"
Ford,Red,227447,5,"$8,561.17"
Toyota,White,157822,5,"$5,739.65"
Nissan,Black,104900,4,"$4,458.09"
Nissan,Black,193309,5,"$8,123.50"
Nissan,Green,39952,3,"$7,676.93"
Ford,Red,184951,3,"$23,084.39"
Ford,Blue,113745,3,"$14,028.33"
Toyota,Black,188013,3,"$7,793.37"
BMW,Blue,115789,4,"$21,517.69"
Nissan,Blue,106811,4,"$9,877.05"
Nissan,CanyonRidge,141152,4,"$9,664.00"
Ford,White,58513,3,"$11,581.72"
Toyota,CanyonRidge,241198,4,"$5,514.84"
Ford,Black,231927,3,"$10,896.92"
Nissan,Red,241047,5,"$5,178.44"
BMW,Blue,219456,4,"$22,624.55"
Ford,Green,187447,4,"$12,531.19"
Ford,Green,180866,4,"$9,320.32"
Honda,CanyonRidge,232225,5,"$5,748.69"
Ford,CanyonRidge,157524,4,"$7,411.35"
BMW,CanyonRidge,175808,4,"$19,780.55"
Ford,White,240401,4,"$19,247.68"
Ford,Red,236989,3,"$17,659.47"
Nissan,White,65014,3,"$3,535.03"
Toyota,Green,187638,4,"$5,186.69"
Nissan,White,142010,4,"$6,109.08"
Ford,CanyonRidge,235902,4,"$13,868.77"
Nissan,CanyonRidge,179809,3,"$3,658.44"
Nissan,White,162450,5,"$9,154.09"
Nissan,Red,30356,4,"$9,493.95"
Nissan,Blue,75001,4,"$6,279.46"
Toyota,Red,88929,4,"$7,744.10"
Ford,White,137643,3,"$7,434.54"
Honda,Black,136074,4,"$8,821.93"
Honda,White,196899,4,"$6,444.55"
Nissan,Blue,41856,4,"$3,660.15"
Toyota,Green,50248,4,"$4,095.52"
BMW,Blue,12551,5,"$18,045.33"
Nissan,Black,244470,3,"$8,803.23"
Toyota,Black,236977,4,"$6,308.52"
Ford,Green,154426,5,"$20,978.91"
Toyota,Blue,61008,4,"$7,586.36"
Honda,Green,130987,3,"$8,376.67"
BMW,Green,179539,4,"$24,622.84"
Nissan,Red,173105,4,"$3,199.60"
Ford,Black,79242,5,"$21,113.18"
BMW,CanyonRidge,227001,3,"$17,215.83"
Toyota,Red,110783,5,"$5,793.19"
Toyota,Black,86636,4,"$4,042.92"
Ford,Blue,248571,5,"$21,698.69"
Toyota,CanyonRidge,236649,3,"$5,515.36"
Honda,White,114510,4,"$6,389.35"
Honda,White,23973,3,"$6,312.16"
Honda,Red,48162,3,"$8,933.07"
Ford,CanyonRidge,205961,3,"$7,563.97"
Ford,Red,175185,5,"$15,962.60"
BMW,CanyonRidge,226960,5,"$19,542.92"
BMW,Black,30877,5,"$25,547.72"
BMW,CanyonRidge,146020,5,"$27,030.93"
Toyota,Red,160019,4,"$6,638.16"
Honda,White,125973,5,"$7,894.14"
Toyota,White,203453,5,"$6,202.16"
Toyota,Blue,128551,4,"$7,825.22"
Ford,White,196268,3,"$15,740.58"
Toyota,White,172144,5,"$7,152.41"
Nissan,CanyonRidge,95648,3,"$8,007.69"
BMW,Green,105290,4,"$23,175.12"
Toyota,Red,12863,5,"$7,224.93"
Nissan,CanyonRidge,182748,5,"$6,238.96"
Toyota,Black,230440,5,"$4,905.19"
Ford,CanyonRidge,241750,5,"$17,937.16"
Toyota,CanyonRidge,52793,3,"$4,714.95"
Honda,Blue,174234,3,"$5,851.78"
BMW,CanyonRidge,144340,4,"$26,836.60"
Toyota,Black,119844,4,"$5,956.29"
Honda,Blue,95152,5,"$7,836.84"
Toyota,CanyonRidge,202018,3,"$7,863.21"
Nissan,Red,150700,4,"$9,017.94"
Nissan,Blue,152118,4,"$8,839.50"
BMW,CanyonRidge,102315,4,"$29,734.91"
Ford,Green,100497,4,"$6,101.00"
BMW,Green,86480,3,"$21,882.10"
Toyota,Green,242901,5,"$5,368.60"
Ford,Green,186786,5,"$21,347.06"
Toyota,Black,125900,3,"$5,136.81"
Ford,Black,248614,4,"$10,486.00"
Honda,Red,207827,3,"$5,186.78"
Ford,White,80100,3,"$5,366.72"
Ford,CanyonRidge,77791,3,"$10,787.52"
BMW,Red,91180,4,"$16,181.94"
BMW,Blue,84189,3,"$22,484.54"
Ford,CanyonRidge,47381,4,"$23,145.17"
BMW,CanyonRidge,122789,5,"$25,501.34"
BMW,CanyonRidge,134064,4,"$16,258.33"
Toyota,CanyonRidge,167246,5,"$5,423.90"
BMW,White,181559,4,"$16,086.52"
Honda,Green,80726,5,"$7,599.96"
Honda,Red,100918,3,"$6,180.72"
Nissan,Red,202692,3,"$6,833.92"
Honda,Red,103695,4,"$6,491.13"
Nissan,Red,115345,3,"$4,238.54"
Ford,Green,49036,4,"$11,432.43"
Honda,White,101070,3,"$5,116.98"
BMW,Blue,91148,5,"$23,006.62"
Nissan,CanyonRidge,181616,4,"$9,252.79"
Ford,Blue,249183,5,"$8,269.74"
Nissan,Blue,107428,5,"$4,225.39"
Honda,White,105691,3,"$6,556.25"
Nissan,Red,235939,5,"$3,687.11"
Toyota,Red,99835,3,"$4,468.25"
Toyota,Blue,128947,3,"$4,339.76"
Nissan,Blue,121763,4,"$5,073.96"
BMW,White,28394,3,"$16,174.74"
Nissan,White,116545,5,"$6,490.26"
Nissan,Black,202476,3,"$3,455.70"
BMW,White,54809,4,"$17,468.66"
Honda,Red,145070,3,"$5,954.14"
Ford,Blue,62498,3,"$13,373.04"
Nissan,White,237952,4,"$5,254.92"
Honda,Black,246292,3,"$6,116.70"
Toyota,Black,226613,5,"$4,308.65"
Toyota,Green,211043,3,"$7,417.14"
Nissan,CanyonRidge,67746,3,"$4,551.67"
Ford,Blue,157308,5,"$19,367.05"
Ford,Blue,12953,3,"$15,891.24"
Toyota,CanyonRidge,108618,4,"$6,305.83"
Honda,Black,106916,4,"$7,532.06"
BMW,Black,203358,4,"$21,194.16"
Honda,Green,79074,5,"$5,807.16"
Ford,Blue,164008,5,"$21,547.57"
Ford,CanyonRidge,78723,5,"$5,340.74"
Toyota,CanyonRidge,145392,5,"$6,555.52"
Toyota,Green,151770,4,"$7,463.87"
Toyota,Red,91243,5,"$6,534.76"
BMW,Green,10577,3,"$21,441.66"
Ford,Red,39223,4,"$17,120.33"
Ford,Black,64361,5,"$4,176.06"
Honda,Red,102816,5,"$6,465.36"
Honda,Black,71251,4,"$6,566.22"
BMW,Green,41012,3,"$28,170.80"
Honda,White,191827,4,"$7,460.15"
BMW,Green,55856,5,"$16,391.91"
Nissan,White,200228,4,"$8,019.18"
Nissan,White,233331,4,"$4,369.62"
Nissan,Black,139751,3,"$5,065.82"
Nissan,CanyonRidge,218181,5,"$4,961.13"
BMW,White,84396,5,"$15,699.37"
Nissan,White,41440,3,"$4,517.54"
Nissan,Black,184650,3,"$7,645.40"
Honda,CanyonRidge,200217,3,"$8,785.99"
Toyota,Red,235158,3,"$7,620.16"
Honda,Red,187169,3,"$7,228.72"
BMW,CanyonRidge,107137,4,"$17,874.92"
Nissan,CanyonRidge,218028,3,"$6,139.54"
Honda,CanyonRidge,130095,5,"$8,392.25"
Nissan,Black,79805,3,"$8,023.29"
Nissan,Blue,128925,5,"$4,969.73"
Nissan,Red,100775,5,"$7,296.91"
BMW,White,105854,4,"$19,307.43"
Honda,White,91081,5,"$6,501.01"
Honda,Red,13354,4,"$7,963.46"
Nissan,Green,197053,3,"$4,123.44"
Honda,White,212835,3,"$8,069.05"
BMW,Green,211403,3,"$17,616.10"
Honda,Red,26845,3,"$6,562.88"
Nissan,Black,166955,3,"$9,487.94"
Ford,Blue,102670,4,"$6,031.83"
Ford,White,158204,4,"$4,453.66"
Honda,CanyonRidge,77026,5,"$5,620.08"
Toyota,Red,167267,3,"$4,716.65"
BMW,White,53026,3,"$19,400.75"
Nissan,Black,150520,4,"$8,463.18"
Ford,Red,76033,5,"$7,046.42"
Ford,White,153878,3,"$9,275.10"
Ford,Blue,104482,3,"$13,929.61"
Nissan,Black,142549,3,"$5,205.05"
Honda,Black,184041,4,"$8,376.17"
Honda,Black,56487,3,"$7,427.47"
Nissan,CanyonRidge,198475,5,"$4,332.14"
Toyota,Blue,224064,3,"$6,667.58"
BMW,Black,190246,4,"$26,331.25"
Ford,Green,48396,3,"$8,307.82"
Toyota,Blue,92679,5,"$5,965.78"
Honda,Black,243776,5,"$6,797.26"
BMW,White,198766,5,"$21,743.66"
Ford,Black,147686,3,"$14,275.55"
Toyota,CanyonRidge,18414,4,"$5,007.87"
Ford,Blue,153926,4,"$22,077.06"
BMW,Blue,15976,3,"$25,020.65"
Nissan,Red,88518,5,"$8,921.22"
Ford,Black,118299,5,"$5,229.83"
BMW,Blue,22589,4,"$24,584.37"
Nissan,Blue,118513,5,"$9,826.70"
Nissan,White,150721,4,"$6,362.96"
Toyota,CanyonRidge,83738,5,"$5,882.69"
Toyota,Red,196991,3,"$7,559.31"
Honda,CanyonRidge,78766,4,"$5,494.51"
Toyota,CanyonRidge,39421,4,"$4,738.63"
Honda,Green,87980,3,"$5,238.73"
BMW,Black,206197,3,"$21,411.21"
BMW,CanyonRidge,76236,5,"$25,090.13"
Nissan,Green,85061,5,"$5,451.71"
Honda,Red,221298,3,"$8,935.09"
Toyota,Green,229593,4,"$4,050.26"
Nissan,Green,60588,4,"$9,273.55"
Ford,Green,227734,5,"$20,853.19"
BMW,White,130970,3,"$23,004.82"
BMW,Blue,188091,3,"$15,924.75"
Honda,Blue,175991,4,"$6,310.83"
BMW,Red,235828,4,"$16,024.01"
Toyota,White,69810,4,"$4,319.91"
Nissan,Black,77404,3,"$5,363.92"
Toyota,Red,227255,3,"$5,146.54"
Ford,Green,224403,3,"$20,023.01"
Toyota,White,29749,5,"$4,663.98"
Honda,CanyonRidge,37639,3,"$5,398.67"
Nissan,Green,192796,5,"$9,798.38"
Toyota,CanyonRidge,207767,5,"$6,489.95"
Nissan,Blue,40851,4,"$7,046.98"
Toyota,Red,170580,3,"$4,999.79"
Ford,Black,62610,3,"$15,288.13"
BMW,Black,249378,4,"$17,675.98"
Ford,Blue,108479,3,"$22,378.95"
Nissan,Green,236801,4,"$9,843.58"
Honda,White,58686,5,"$7,137.57"
Toyota,Red,66683,3,"$5,786.69"
Honda,CanyonRidge,74399,3,"$6,738.03"
BMW,Black,235611,3,"$16,099.99"
Honda,CanyonRidge,29054,5,"$7,503.19"
BMW,Black,206348,4,"$18,922.67"
Nissan,Red,197759,5,"$4,945.65"
BMW,Green,48725,4,"$27,720.73"
BMW,CanyonRidge,207893,3,"$27,818.88"
Honda,Blue,150055,3,"$8,047.52"
Ford,Black,232874,3,"$16,022.71"
Toyota,Green,94043,3,"$4,347.58"
Toyota,Red,205754,4,"$4,500.73"
BMW,Green,158529,5,"$27,254.40"
Ford,White,76779,4,"$15,149.93"
Nissan,Blue,88472,4,"$6,449.33"
Honda,White,142214,5,"$7,742.51"
Ford,Green,57586,3,"$14,795.15"
Nissan,Black,110714,4,"$6,128.61"
Honda,Blue,99416,4,"$5,032.33"
Toyota,Red,150768,3,"$6,493.72"
Honda,Black,222094,4,"$5,611.61"
Nissan,White,103433,5,"$6,915.81"
Toyota,White,211614,4,"$6,858.33"
Honda,Black,73457,5,"$6,059.14"
Honda,CanyonRidge,41363,5,"$5,325.00"
BMW,Blue,215544,3,"$19,424.28"
Ford,Green,176059,4,"$23,623.84"
Nissan,White,80094,5,"$7,298.51"
Honda,Blue,194931,3,"$5,327.68"
BMW,Black,135799,4,"$17,325.52"
BMW,Green,183879,4,"$19,658.74"
Toyota,Blue,22756,4,"$4,103.96"
Nissan,Black,228404,3,"$7,259.08"
Nissan,Green,134579,5,"$9,825.68"
Toyota,Green,14467,4,"$7,098.96"
Nissan,Blue,27471,4,"$7,139.82"
Nissan,Red,153632,3,"$7,304.84"
Toyota,CanyonRidge,103077,4,"$4,010.02"
Toyota,Black,171920,3,"$4,306.60"
Honda,White,78083,5,"$8,001.40"
Honda,Black,233863,3,"$5,632.35"
Toyota,Blue,74290,3,"$6,543.75"
Nissan,Blue,21787,5,"$9,118.30"
BMW,White,137911,3,"$20,207.46"
Toyota,Green,50175,5,"$4,448.31"
Toyota,CanyonRidge,247252,3,"$5,657.60"
Nissan,Black,154006,4,"$7,285.83"
Toyota,Blue,132871,5,"$7,061.98"
BMW,Green,137909,5,"$23,845.03"
Toyota,CanyonRidge,125327,3,"$7,316.65"
Honda,CanyonRidge,214523,5,"$8,853.12"
BMW,Blue,73405,3,"$15,945.28"
BMW,Red,122300,3,"$18,340.37"
BMW,CanyonRidge,95536,3,"$29,271.01"
Toyota,Red,249953,3,"$4,663.53"
Toyota,White,172783,3,"$6,653.48"
Nissan,Black,138302,3,"$5,605.34"
Nissan,CanyonRidge,190363,3,"$6,400.40"
Honda,CanyonRidge,71336,3,"$5,748.34"
Honda,Black,56161,4,"$5,742.14"
Nissan,Green,147741,3,"$9,944.62"
Nissan,Red,41003,5,"$6,626.63"
Honda,CanyonRidge,53438,4,"$6,807.11"
Ford,Red,243781,5,"$8,482.48"
Honda,Blue,17977,3,"$5,013.93"
Honda,Blue,60858,4,"$8,500.31"
Honda,Green,47112,3,"$5,661.90"
Ford,CanyonRidge,17762,3,"$11,895.60"
Toyota,Red,219509,5,"$6,306.74"
Nissan,Green,30410,4,"$5,456.42"
BMW,CanyonRidge,55601,3,"$27,861.22"
Ford,Black,185732,5,"$7,757.86"
Ford,Red,169292,4,"$22,948.32"
Ford,Black,87017,4,"$20,877.54"
Nissan,Red,111895,4,"$9,032.90"
Toyota,CanyonRidge,31127,3,"$7,294.89"
BMW,Blue,238889,3,"$24,774.24"
Ford,Black,159066,4,"$20,758.71"
Toyota,Black,48707,3,"$6,977.73"
Nissan,Blue,76365,4,"$6,787.82"
Ford,Red,36847,4,"$18,778.20"
Honda,Red,54693,4,"$5,018.62"
Honda,White,28963,5,"$8,173.13"
Toyota,Blue,112585,3,"$5,878.74"
BMW,Blue,64173,4,"$15,472.25"
Ford,Blue,113559,4,"$19,694.76"
Nissan,White,232103,4,"$6,097.13"
Toyota,White,45657,5,"$5,243.24"
BMW,Blue,22825,5,"$21,668.35"
Nissan,Blue,13343,5,"$8,839.07"
Toyota,Red,54883,5,"$7,780.51"
Honda,Green,238538,3,"$5,663.42"
Ford,Green,134498,5,"$11,076.39"
Toyota,Green,43761,3,"$6,691.11"
Honda,Red,34036,5,"$6,216.31"
Honda,Black,66516,4,"$6,497.76"
Toyota,Black,218726,4,"$7,250.40"
BMW,Black,43693,5,"$15,873.09"
BMW,Black,244396,3,"$17,364.25"
Toyota,Blue,149781,3,"$5,713.85"
Ford,Blue,243378,4,"$6,761.74"
Toyota,Black,224452,4,"$4,875.72"
Toyota,Black,129494,4,"$6,781.84"
Toyota,Red,90032,3,"$7,176.12"
Honda,CanyonRidge,164227,3,"$5,860.40"
Nissan,Red,199475,4,"$3,738.10"
Honda,Black,80344,3,"$8,736.61"
Nissan,Green,125050,5,"$8,411.06"
BMW,Green,234611,3,"$27,151.99"
Nissan,White,89847,3,"$8,601.17"
BMW,Blue,79278,4,"$15,649.72"
Ford,Blue,42001,5,"$13,424.00"
BMW,Blue,18113,4,"$26,785.84"
Ford,White,89859,4,"$12,031.06"
Ford,CanyonRidge,139113,5,"$22,989.11"
Ford,CanyonRidge,15591,4,"$22,161.09"
Toyota,White,120675,3,"$7,421.47"
BMW,CanyonRidge,243977,3,"$27,516.07"
Toyota,Green,98501,4,"$5,240.88"
Ford,White,50736,3,"$16,498.17"
